,index,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Uploader,Album ID,Album hrefs,Download URLs
4061,28036,57 - C0351 - 351-Sanjay_Subrahman,7,rAgam_tAnam_pallavi,kEdAragauLa,Own/Others,Sanjay Subrahmanyan,57,c0351,https://www.sangeethamshare.org/sreekanth/351-Sanjay_Subrahmanyan-Live_Concert50/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/351-Sanjay_Subrahmanyan-Live_Concert50/07-rAgam_tAnam_pallavi-kEdAragauLa.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/351-Sanjay_Subrahmanyan-Live_Concert50/
4062,28297,01 - C2683 - 2702-Prasanna_Venkat,1,vENugana_lOluni,kEdAragauLa,tyAgarAja,Prasanna Venkatraman,1,c2683,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2702-Prasanna_Venkatraman/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2601---2800/2702-Prasanna_Venkatraman/01-vENugana_lOluni_gana_vEyi_kannulu-kEdAragauLa-tyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2702-Prasanna_Venkatraman/
4063,28232,01 - C4803 - 4718-SR_Janakiraman,3,tuLasI_bilva_mallikAdi,kEdAragauLa,tyAgarAja,SR Janakiraman,1,c4803,https://www.sangeethamshare.org/tvg/UPLOADS-4601---4800/4718-SR_Janakiraman/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4601---4800/4718-SR_Janakiraman/03-tuLasI_bilva_mallikAdi-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4601---4800/4718-SR_Janakiraman/
4065,27973,01 - C1600 - 1014.Jayashree_Jayar,2,nIlakaNTham_bhajEham,kEdAragauLa,m_dIkshitar,Jayashree Jayarajkrishnan,1,c1600,https://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1014.Jayashree_Jayarajkrishnan-Veena/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1001---1200/1014.Jayashree_Jayarajkrishnan-Veena/02-nIlakaNTham_bhajEham-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1014.Jayashree_Jayarajkrishnan-Veena/
4067,28277,01 - C3613 - 3581-Sumithra_Vasude,5,vanajanayanuDani_valacitivO,kEdAragauLa,tyAgarAja,Sumithra Vasudev,1,c3613,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3581-Sumithra_Vasudev/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3581-Sumithra_Vasudev/05-vanajanayanuDani_valacitivO-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3581-Sumithra_Vasudev/
4070,27986,01 - C0625 - 119-Bhushany_Kalyana,2,nIlotpalAmbikAyai_namastE,kEdAragauLa,m_dIkshitar,Bhushany Kalyanaraman,1,c0625,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/119-Bhushany_Kalyanaraman/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0001---0200/119-Bhushany_Kalyanaraman/02-nIlotpalAmbikAyai_namastE-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/119-Bhushany_Kalyanaraman/
4071,28041,22 - C0179 - 132_An_Obeisance_in_,10,raghunandana_raghunandana,kEdAragauLa,tyAgarAja,M BalamuraliKrishna,22,c0179,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/132_An_Obeisance_in_Keervavani_1979/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreenivasa/Dr_M_Balamurali_Krishna/132_An_Obeisance_in_Keervavani_1979/10-raghunandana_raghunandana-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/132_An_Obeisance_in_Keervavani_1979/
4077,28074,01 - C2169 - 1935-Sikkil_Mala_Cha,1,sAmi_daya_jooDa-VARNAM,kEdAragauLa,tiruvetriyUr_tyAgarAja,Sikkil Mala Chandrasekhar,1,c2169,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1935-Sikkil_Mala_Chandrasekhar-Flute-TV_Audio-Isaicharal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1801---2000/1935-Sikkil_Mala_Chandrasekhar-Flute-TV_Audio-Isaicharal/01-sAmi_daya_jooDa-VARNAM-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1935-Sikkil_Mala_Chandrasekhar-Flute-TV_Audio-Isaicharal/
4080,28182,07 - C0051 - 01_chembbai,2,saraguna_pAlimpa,kEdAragauLa,poochi_srinivasa_iyengar,Chembai Vaidhyanatha Bagavathar,7,c0051,https://www.sangeethamshare.org/nagarajan/chembai/01_chembbai/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/nagarajan/chembai/01_chembbai/02-saraguna_pAlimpa-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/nagarajan/chembai/01_chembbai/
4081,27913,23 - C0178 - 192_Shertalai_Rengan,2,abhayAmbikayAha_anyam,kEdAragauLa,m_dIkshitar,Shertallay KN Renganatha Sharma,23,c0178,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/192_Shertalai_RenganAtha_Sharma-MA2011/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/murthy/Karnatak/UPLOADS-001-200/192_Shertalai_RenganAtha_Sharma-MA2011/02-abhayAmbikayAha_anyam-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/192_Shertalai_RenganAtha_Sharma-MA2011/
4082,28250,15 - C0217 - 212-M.D.Ramanathan-A,2,tuLasI_bilva_mallikAdi,kEdAragauLa,tyAgarAja,MD Ramanathan,15,c0217,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/212-M.D.Ramanathan-AIR_Concert-14/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-201-300/212-M.D.Ramanathan-AIR_Concert-14/02-tuLasI_bilva_mallikAdi-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-201-300/212-M.D.Ramanathan-AIR_Concert-14/
4083,28189,15 - C0104 - 100-Chembai-MSG-TVG-,8,saraguna_pAlimpa,kEdAragauLa,poochi_srinivasa_iyengar,Chembai Vaidhyanatha Bagavathar,15,c0104,https://www.sangeethamshare.org/muralidaran/Uploads-001-100/100-Chembai-MSG-TVG-Live_Concert/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-001-100/100-Chembai-MSG-TVG-Live_Concert/08-saraguna_pAlimpa-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-001-100/100-Chembai-MSG-TVG-Live_Concert/
4084,27910,01 - C6646 - 6457-K_Bhaskaran-Flu,2,abhayAmbikayAha_anyam,kEdAragauLa,m_dIkshitar,K Bhaskaran,1,c6646,https://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6457-K_Bhaskaran-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6401---6600/6457-K_Bhaskaran-Flute/02-abhayAmbikayAha_anyam-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6457-K_Bhaskaran-Flute/
4085,28217,01 - C1493 - 1625-A_Padmavathy-Ve,3,tuLasI_bilva_mallikAdi,kEdAragauLa,tyAgarAja,A Padmavathy,1,c1493,https://www.sangeethamshare.org/tvg/UPLOADS-1601---1800/1625-A_Padmavathy-Veena-Sangeeth_Sammelan_2010/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1601---1800/1625-A_Padmavathy-Veena-Sangeeth_Sammelan_2010/03-tuLasI_bilva_mallikAdi-kEdAragauLa-tyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1601---1800/1625-A_Padmavathy-Veena-Sangeeth_Sammelan_2010/
4086,28304,01 - C3659 - 024-Sudha_Raghunatha,1,vENugana_lOluni,kEdAragauLa,tyAgarAja,Sudha Raghunathan,1,c3659,https://www.sangeethamshare.org/tvg/SEASON_2014/024-Sudha_Raghunathan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2014/024-Sudha_Raghunathan/01-vENugana_lOluni-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2014/024-Sudha_Raghunathan/
4089,28067,01 - c0818 - 326.DR.SUBHASHINI_PA,1,sAmi_daya_jooDa-VARNAM,kEdAragauLa,tiruvetriyUr_tyAgarAja,Subhashini Parthasarathy,1,c0818,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/326.DR.SUBHASHINI_PARTHASARATHY/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/326.DR.SUBHASHINI_PARTHASARATHY/01-sAmi_daya_jooDa-VARNAM-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/326.DR.SUBHASHINI_PARTHASARATHY/
4090,28224,01 - c3005 - 020-Suguna_Varadacha,2,tuLasI_bilva_mallikAdi,kEdAragauLa,tyAgarAja,Suguna Varadachari,1,c3005,https://www.sangeethamshare.org/tvg/SEASON_2012/020-Suguna_Varadachari-AIR_Isai_Vizha_2012/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2012/020-Suguna_Varadachari-AIR_Isai_Vizha_2012/02-tuLasI_bilva_mallikAdi-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2012/020-Suguna_Varadachari-AIR_Isai_Vizha_2012/
4091,28138,01 - C0609 - 103.T.R.MAHALINGAM-F,1,saraguna_pAlimpa,kEdAragauLa,poochi_srinivasa_iyengar,TR Mahalingam,1,c0609,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/103.T.R.MAHALINGAM-FLUTE-AIR_BANGALORE/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0001---0200/103.T.R.MAHALINGAM-FLUTE-AIR_BANGALORE/01-saraguna_pAlimpa-kEdAragauLa-poochi_srinivasa_iyengar.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/103.T.R.MAHALINGAM-FLUTE-AIR_BANGALORE/
4092,28109,10 - C0257 - 254-Sanjay_Subramany,1,sAmi_daya_jooDa-VARNAM,kEdAragauLa,tiruvetriyUr_tyAgarAja,Sanjay Subrahmanyan,10,c0257,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/254-Sanjay_Subramanyan_VKR/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/254-Sanjay_Subramanyan_VKR/01-Vanajakshi-Kalyani.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/254-Sanjay_Subramanyan_VKR/
4094,28279,01 - C6324 - 6173-Sumithra_Vasude,4,vanajanayanuDani_valacitivO,kEdAragauLa,tyAgarAja,Sumithra Vasudev,1,c6324,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6173-Sumithra_Vasudev/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6173-Sumithra_Vasudev/04-vanajanayanuDani_valacitivO-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6173-Sumithra_Vasudev/
4095,28110,10 - C0564 - 575-MS_Gopalakrishna,1,sAmi_daya_jooDa-VARNAM,kEdAragauLa,tiruvetriyUr_tyAgarAja,MS Gopalakrishnan,10,c0564,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/575-MS_Gopalakrishnan-Violin/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/575-MS_Gopalakrishnan-Violin/01-Era_nApai_inta_caukasEya-tODi.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/575-MS_Gopalakrishnan-Violin/
4098,28134,57 - C0307 - 307-S_Varadarajan-Li,1,sAmi_daya_jooDa-VARNAM,kEdAragauLa,tiruvetriyUr_tyAgarAja,S Varadarajan,57,c0307,https://www.sangeethamshare.org/sreekanth/307-S_Varadarajan-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/307-S_Varadarajan-Live_Concert1/01-sAmi_daya_jooDa-VARNAM-kEdAragauLa.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/307-S_Varadarajan-Live_Concert1/
4099,28216,01 - c1138 - 667.T.R.MAHALINGAM-N,1,tuLasI_bilva_mallikAdi,kEdAragauLa,tyAgarAja,TR Mahalingam,1,c1138,https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/667.T.R.MAHALINGAM-N.KESI-FLUTE/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0601---0800/667.T.R.MAHALINGAM-N.KESI-FLUTE/01-tuLasI_bilva_mallikAdi-kEdAragauLa.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/667.T.R.MAHALINGAM-N.KESI-FLUTE/
4101,32106,01 - C5938 - 5822-Anayampatti_S_G,3,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Anayampatti Ganesan,1,c5938,https://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5822-Anayampatti_S_Ganesan-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5801---6000/5822-Anayampatti_S_Ganesan-Vocal/03-marivEre_dikkevvaru-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5822-Anayampatti_S_Ganesan-Vocal/
4102,31953,01 - C6574 - 6383-Sugandha_Kalame,2,aparAdhamulanniyu,latAngi,patnam_subhramanya_iyer,Sugandha Kalamegam,1,c6574,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6383-Sugandha_Kalamegam/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6201---6400/6383-Sugandha_Kalamegam/02-aparAdhamulanniyu-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6383-Sugandha_Kalamegam/
4104,32016,10 - C0497 - 507-Manasi_Prasad-Vo,4,dinamE_sudinamu,latAngi,tyAgarAja,Manasi Prasad,10,c0497,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/507-Manasi_Prasad-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/507-Manasi_Prasad-Vocal/04-gangAdhAra_tripura-pUrvikalyANi.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/507-Manasi_Prasad-Vocal/
4105,32169,01 - c0803 - 310.C.SAROJA-C.LALIT,3,piravA_varam_tArum,latAngi,pApanAsam_sivan,Bombay Sisters,1,c0803,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/310.C.SAROJA-C.LALITHA/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/310.C.SAROJA-C.LALITHA/03-piravA_varam_tArum-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/310.C.SAROJA-C.LALITHA/
4106,32186,01 - C3556 - 3519-Seetha_Narayana,3,piravA_varam_tArum,latAngi,pApanAsam_sivan,Seetha Narayanan,1,c3556,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3519-Seetha_Narayanan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3519-Seetha_Narayanan/03-piravA_varam_tArum-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3519-Seetha_Narayanan/
4107,32274,01 - C2470 - 2470-KS_Chitra-KS_Al,4,vEnkata_ramaNA,latAngi,pApanAsam_sivan,"KS Chitra,KS Alamelu",1,c2470,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2470-KS_Chitra-KS_Alamelu/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2401---2600/2470-KS_Chitra-KS_Alamelu/04-vEnkata_ramaNA-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2470-KS_Chitra-KS_Alamelu/
4109,32144,10 - C0233 - 230-Serthalai_Rangan,4,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Shertallay KN Renganatha Sharma,10,c0233,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/230-Serthalai_Ranganatha_Sharma-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/230-Serthalai_Ranganatha_Sharma-Vocal/04-vara_rAga_layajnulu-cencukAmbhOji.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/230-Serthalai_Ranganatha_Sharma-Vocal/
4110,32074,01 - C3663 - 027-Mambalam_Sisters,2,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Mambalam Sisters,1,c3663,https://www.sangeethamshare.org/tvg/SEASON_2014/027-Mambalam_Sisters/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2014/027-Mambalam_Sisters/02-marivEre_dikkevvaru-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2014/027-Mambalam_Sisters/
4111,32318,57 - C0109 - 109-Jayanthi_Kumares,4,vEnkata_ramaNA,latAngi,pApanAsam_sivan,Jayanthi Kumaresh,57,c0109,https://www.sangeethamshare.org/sreekanth/109-Jayanthi_Kumaresh-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/109-Jayanthi_Kumaresh-Live_Concert1/04-vEnkata_ramaNA-latAngi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/109-Jayanthi_Kumaresh-Live_Concert1/
4112,32067,01 - C2798 - 2827-Trichur_V_Ramac,2,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Trichur V Ramachandran,1,c2798,https://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2827-Trichur_V_Ramachandran-AIR_1990/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2801---3000/2827-Trichur_V_Ramachandran-AIR_1990/02-marivEre_dikkevvaru-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2827-Trichur_V_Ramachandran-AIR_1990/
4113,32085,01 - C4498 - 4409-Parassala_B_Pon,2,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Parassala Ponnammal,1,c4498,https://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4409-Parassala_B_Ponnammal-Ragam_24x7/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4401---4600/4409-Parassala_B_Ponnammal-Ragam_24x7/02-marivEre_dikkevvaru-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4409-Parassala_B_Ponnammal-Ragam_24x7/
4115,31930,01 - C3466 - 3428-D_Pasupathy,2,aparAdhamulanniyu,latAngi,patnam_subhramanya_iyer,D Pasupathy,1,c3466,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3428-D_Pasupathy/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3428-D_Pasupathy/02-aparAdhamulanniyu-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3428-D_Pasupathy/
4116,32294,01 - C5564 - 5477-S_Kasturi_Ranga,2,vEnkata_ramaNA,latAngi,pApanAsam_sivan,S Kasthuri Rangan,1,c5564,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5477-S_Kasturi_Rangan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5401---5600/5477-S_Kasturi_Rangan/02-vEnkata_ramaNA-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5477-S_Kasturi_Rangan/
4117,32173,01 - c1422 - 0970.Sankari_Krishna,2,piravA_varam_tArum,latAngi,pApanAsam_sivan,Sankari Krishnan,1,c1422,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0970.Sankari_Krishnan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0801---1000/0970.Sankari_Krishnan/02-piravA_varam_tArum-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0970.Sankari_Krishnan/
4118,32053,01 - C1791 - 1882-Adyar_S_Jayrama,4,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Adyar S Jayaraman,1,c1791,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1882-Adyar_S_Jayraman-Nadhaswaram/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1801---2000/1882-Adyar_S_Jayraman-Nadhaswaram/04-marivEre_dikkevvaru-latAngi-patnam_subhramanya_iyer.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1882-Adyar_S_Jayraman-Nadhaswaram/
4119,32043,01 - c0781 - 286.SERUGUDI_SISTERS,5,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,"Serugudi Sisters Rama,Geetha",1,c0781,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/286.SERUGUDI_SISTERS-REMA-GEETHA/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/286.SERUGUDI_SISTERS-REMA-GEETHA/05-marivEre_dikkevvaru-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/286.SERUGUDI_SISTERS-REMA-GEETHA/
4121,32271,01 - C1614 - 58-Sreyas_Narayanun,5,vEnkata_ramaNA,latAngi,pApanAsam_sivan,Sreyas Narayanun,1,c1614,https://www.sangeethamshare.org/tvg/SEASON_2010/58-Sreyas_Narayanun/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2010/58-Sreyas_Narayanun/05-venkata_ramana-latangi-papansaham_shivan.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2010/58-Sreyas_Narayanun/
4123,32208,03 - C0805 - 453-suDha_raghunATha,5,piravA_varam_tArum,latAngi,pApanAsam_sivan,Sudha Raghunathan,3,c0805,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/453-suDha_raghunAThan-vocal--2006/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/453-suDha_raghunAThan-vocal--2006/05-piravA_varam_tArum-latAngi.MP3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/453-suDha_raghunAThan-vocal--2006/
4125,32078,01 - C3887 - 3823-Lalgudi_GJR_Kri,2,marivEre_dikkevvaru,latAngi,patnam_subhramanya_iyer,Lalgudi GJR Krishnan,1,c3887,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3823-Lalgudi_GJR_Krishnan-Violin/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3801---4000/3823-Lalgudi_GJR_Krishnan-Violin/02-marivEre_dikkevvaru-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3823-Lalgudi_GJR_Krishnan-Violin/
4126,32254,01 - C4507 - 4418-M_Balamuralikri,2,tAmra_lOcani_latAngi,latAngi,bAlamuraLi_krishNA,M BalamuraliKrishna,1,c4507,https://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4418-M_Balamuralikrishna-Ragam_24x7/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4401---4600/4418-M_Balamuralikrishna-Ragam_24x7/02-tAmra_lOcani_latAngi-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4418-M_Balamuralikrishna-Ragam_24x7/
4128,31977,10 - C0386 - 383-Mani_Krishnaswam,1,aparAdhamulanniyu,latAngi,patnam_subhramanya_iyer,Mani Krishnaswamy,10,c0386,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/383-Mani_Krishnaswamy-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/383-Mani_Krishnaswamy-Vocal/10-Bhairavi_Ragam_Tanam.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/383-Mani_Krishnaswamy-Vocal/
4130,31982,15 - C0122 - 118-T.N.Seshagopalan,2,aparAdhamulanniyu,latAngi,patnam_subhramanya_iyer,TN Seshagopalan,15,c0122,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/118-T.N.Seshagopalan-Live_Concert-6/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-101-200/118-T.N.Seshagopalan-Live_Concert-6/02-aparAdhamulanniyu-latAngi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-101-200/118-T.N.Seshagopalan-Live_Concert-6/
4132,31949,01 - C5728 - 5604-Maharajapuram_S,4,aparAdhamulanniyu,latAngi,patnam_subhramanya_iyer,Maharajapuram S Srinivasan,1,c5728,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5604-Maharajapuram_S_Srinivasan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5601---5800/5604-Maharajapuram_S_Srinivasan/04-aparAdhamulanniyu-latAngi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5604-Maharajapuram_S_Srinivasan/
