,index,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Uploader,Album ID,Album hrefs,Download URLs
0,22241,01 - C3842 - 3777-P_Nagamani-Mand,1,vanajAkSirO_I_viraha-VARNAM,kalyANi,poochi_srinivasa_iyengar,P Nagamani,1,c3842,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3777-P_Nagamani-Mandolin/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3601---3800/3777-P_Nagamani-Mandolin/01-vanajAkSirO_I_viraha-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3777-P_Nagamani-Mandolin/
2,22421,57 - C0284 - 284-Pudhukkodu_Krish,1,vanajAkSi_nine_kOri-VARNAM,kalyANi,pallavi_gOpAla_iyer,Pudukode K Krishnamoorthy,57,c0284,https://www.sangeethamshare.org/sreekanth/284-Pudhukkodu_Krishnamurthy-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/284-Pudhukkodu_Krishnamurthy-Live_Concert1/01-vanajAkSi_nine_kOri-VARNAM-kalyANi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/284-Pudhukkodu_Krishnamurthy-Live_Concert1/
3,22240,01 - C3795 - 3730-Seetha_Narayana,1,vanajAkSirO_I_viraha-VARNAM,kalyANi,poochi_srinivasa_iyengar,Seetha Narayanan,1,c3795,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3730-Seetha_Narayanan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3601---3800/3730-Seetha_Narayanan/01-vanajAkSirO_I_viraha-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3730-Seetha_Narayanan/
4,22471,14 - C0065 - 066_Oct2312_KVS-RS-G,7,vAsudEvayani_veDalina,kalyANi,tyAgarAja,K Sathyanarayanan,14,c0065,https://www.sangeethamshare.org/sathya/066_Oct2312_KVS-RS-GHS-MhaswamiVidhyaMandhir-Rajakilpakkam/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sathya/066_Oct2312_KVS-RS-GHS-MhaswamiVidhyaMandhir-Rajakilpakkam/07_BoSambo_Revathy_Adi_SwamiDhayanandaSaraswathi.mp3&amp;url=http://www.sangeethamshare.org/sathya/066_Oct2312_KVS-RS-GHS-MhaswamiVidhyaMandhir-Rajakilpakkam/
5,21575,15 - C0204 - 199-M.D.Ramanathan-A,4,ninnu_vinA_gati_gAna,kalyANi,subbarAya_shAstri,MD Ramanathan,15,c0204,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/199-M.D.Ramanathan-AIR_Concert-11_excerpts/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-101-200/199-M.D.Ramanathan-AIR_Concert-11_excerpts/04-ninnu_vinA_gati_gAna-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-101-200/199-M.D.Ramanathan-AIR_Concert-11_excerpts/
6,20775,10 - C0387 - 384-Ivaturi_Vijayesw,7,endukO_nI_manasu_karagadu,kalyANi,tyAgarAja,Ivaturi Vijayeswara Rao,10,c0387,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/384-Ivaturi_Vijayeswara_Rao-Violin-101082/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/384-Ivaturi_Vijayeswara_Rao-Violin-101082/07-gurulEka_eTuvaNTi_guNiki-gaurimanOhari.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/384-Ivaturi_Vijayeswara_Rao-Violin-101082/
7,22190,01 - C2744 - 2767-S_Rajeswari,4,unaiyallAl_vErE,kalyANi,pApanAsam_sivan,S Rajeswari,1,c2744,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2767-S_Rajeswari/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2601---2800/2767-S_Rajeswari/04-unaiyallAl_vErE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2767-S_Rajeswari/
12,22234,01 - C2077 - 2085-S_Mahathi-Navar,1,vanajAkSirO_I_viraha-VARNAM,kalyANi,poochi_srinivasa_iyengar,S Mahathi,1,c2077,https://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2085-S_Mahathi-Navarathnamalai/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2001---2200/2085-S_Mahathi-Navarathnamalai/01-vanajAkSirO_I_viraha-kalyANi-poochi_srinivasa_iyengar.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2001---2200/2085-S_Mahathi-Navarathnamalai/
13,20999,01 - c2752 - 2775-Tanjore_S_Kalya,1,gaNapatE_mahamatE,kalyANi,m_dIkshitar,Tanjore S Kalyanaraman,1,c2752,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2775-Tanjore_S_Kalyanaraman-Isai_Pettagam/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2601---2800/2775-Tanjore_S_Kalyanaraman-Isai_Pettagam/01-gaNapatE_mahamatE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2775-Tanjore_S_Kalyanaraman-Isai_Pettagam/
18,20655,01 - C3161 - 3150-KV_Ramanujam-Fl,3,birAna_varAlicci_brOvumu,kalyANi,syAmA_sAstri,KV Ramanujam,1,c3161,https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3150-KV_Ramanujam-Flute-TV_Audio/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3001---3200/3150-KV_Ramanujam-Flute-TV_Audio/03-birAna_varAlicci_brOvumu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3150-KV_Ramanujam-Flute-TV_Audio/
21,21083,01 - c1210 - 741.O.S.THYAGARAJAN,1,Isha_pAhimAm_jagadIsha,kalyANi,tyAgarAja,OS Thyagarajan,1,c1210,https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/741.O.S.THYAGARAJAN/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0601---0800/741.O.S.THYAGARAJAN/01-Isha_pAhimAm_jagadIsha-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/741.O.S.THYAGARAJAN/
22,20658,01 - C4178 - 15-AS_Murali,3,birAna_varAlicci_brOvumu,kalyANi,syAmA_sAstri,AS Murali,1,c4178,https://www.sangeethamshare.org/tvg/SEASON_2015/15-AS_Murali/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2015/15-AS_Murali/03-birAna_varAlicci_brOvumu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2015/15-AS_Murali/
23,21754,01 - C6507 - 06-Sandeep_Narayanan,2,rAgam_tAnam_pallavi,kalyANi,Own/Others,Sandeep Narayanan,1,c6507,https://www.sangeethamshare.org/tvg/SEASON_2019/06-Sandeep_Narayanan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2019/06-Sandeep_Narayanan/02-rAgam_tAnam_pallavi-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2019/06-Sandeep_Narayanan/
25,21013,03 - C0407 - 262-nithyashri_mahAd,9,gaNapatE_mahamatE,kalyANi,m_dIkshitar,Nithyasri Mahadevan,3,c0407,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/262-nithyashri_mahAdhEvan-vocal-JayaTV_MMU-2010/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/262-nithyashri_mahAdhEvan-vocal-JayaTV_MMU-2010/09-gaNapathE_mahAmathe-kalyANi-rUpaka-muththuswAmy_dhIkshithar.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/262-nithyashri_mahAdhEvan-vocal-JayaTV_MMU-2010/
26,21872,22 - C0226 - 001_Kalanidhi_concer,6,rAgam_tAnam_pallavi,kalyANi,Own/Others,M BalamuraliKrishna,22,c0226,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/001_Kalanidhi_concert_Music-Academy-Madras_1978/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreenivasa/Dr_M_Balamurali_Krishna/001_Kalanidhi_concert_Music-Academy-Madras_1978/06-rAgam_tAnam_pallavi-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/001_Kalanidhi_concert_Music-Academy-Madras_1978/
27,21724,57 - C0104 - 104-Amrutha_Venkates,6,pankaja_locana,kalyANi,swAtitirunAL,Amrutha Venkatesh,57,c0104,https://www.sangeethamshare.org/sreekanth/104-Amrutha_Venkatesh-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/104-Amrutha_Venkatesh-Live_Concert1/06-pankaja_locana-kalyANi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/104-Amrutha_Venkatesh-Live_Concert1/
28,21510,23 - C0277 - 291_GayatriVenkatara,6,nija_dAsa_varada,kalyANi,patnam_subhramanya_iyer,Gayathri Venkataraghavan,23,c0277,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/291_GayatriVenkataraghavan-Kalyani/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/murthy/Karnatak/UPLOADS-201-400/291_GayatriVenkataraghavan-Kalyani/06-nija_dAsa_varada-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/291_GayatriVenkataraghavan-Kalyani/
31,21744,01 - c2440 - 2437-JA_Jayanth-Flut,3,rAgam_tAnam_pallavi,kalyANi,Own/Others,JA Jayanth,1,c2440,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2437-JA_Jayanth-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2401---2600/2437-JA_Jayanth-Flute/03-rAgam_tAnam_pallavi-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2437-JA_Jayanth-Flute/
33,21347,01 - C6583 - 6393-Nirmala_Rajasea,5,nidhi_cAla_sukhamA,kalyANi,tyAgarAja,Nirmala Rajasekar,1,c6583,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6393-Nirmala_Rajasear-Veena/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6201---6400/6393-Nirmala_Rajasear-Veena/05-nidhi_cAla_sukhamA-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6393-Nirmala_Rajasear-Veena/
34,21260,01 - C1324 - 0867-Sherthalai_KN_R,2,nammi_vaccina_nannu,kalyANi,tyAgarAja,Shertallay KN Renganatha Sharma,1,c1324,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0867-Sherthalai_KN_Ranganatha_Sharma/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0801---1000/0867-Sherthalai_KN_Ranganatha_Sharma/02-nammi_vaccina_nannu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0867-Sherthalai_KN_Ranganatha_Sharma/
36,22025,15 - C0089 - 088-Madurai_Somu-Liv,4,shivE_pahimam_ambikE,kalyANi,tyAgarAja,Madurai Somasundaram,15,c0089,https://www.sangeethamshare.org/muralidaran/Uploads-001-100/088-Madurai_Somu-Live-Concert-Calcutta-1969/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-001-100/088-Madurai_Somu-Live-Concert-Calcutta-1969/04-shivE_pahimam_ambikE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-001-100/088-Madurai_Somu-Live-Concert-Calcutta-1969/
37,21072,15 - C0061 - 061-T.V.Sankaranaray,4,himAdri_sutE_pAhimAm,kalyANi,syAmA_sAstri,TV Sankaranarayanan,15,c0061,https://www.sangeethamshare.org/muralidaran/Uploads-001-100/061-T.V.Sankaranarayanan-Live-Concert-1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-001-100/061-T.V.Sankaranarayanan-Live-Concert-1/04-himAdri_sutE_pAhimAm-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-001-100/061-T.V.Sankaranarayanan-Live-Concert-1/
38,21131,01 - C4253 - 4156-Nagai_R_Muralid,4,kamalAmbAm_bhajarE,kalyANi,m_dIkshitar,Nagai R Muralidharan,1,c4253,https://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4156-Nagai_R_Muralidharan-Violin-Ragam_24x7/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4001---4200/4156-Nagai_R_Muralidharan-Violin-Ragam_24x7/04-kamalAmbAm_bhajarE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4156-Nagai_R_Muralidharan-Violin-Ragam_24x7/
41,22257,03 - C0815 - 462-ariyAkudi_rAmAnu,1,vanajAkSirO_I_viraha-VARNAM,kalyANi,poochi_srinivasa_iyengar,Ariyakudi Ramanuja Iyengar,3,c0815,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/462-ariyAkudi_rAmAnuja_iyengAr-vocal-AIR_broadcast/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/462-ariyAkudi_rAmAnuja_iyengAr-vocal-AIR_broadcast/01-vanajAkSirO_I_viraha-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/462-ariyAkudi_rAmAnuja_iyengAr-vocal-AIR_broadcast/
43,21942,01 - C6206 - 6053-Mangalam_Shanka,4,sandEhamu_ElarA_nA_sAmi,kalyANi,tyAgarAja,Mangalam Shankar,1,c6206,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6053-Mangalam_Shankar/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6053-Mangalam_Shankar/04-sandEhamu_ElarA_nA_sAmi-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6053-Mangalam_Shankar/
44,22238,01 - C2892 - 2929-M_Narmadha-Viol,1,vanajAkSirO_I_viraha-VARNAM,kalyANi,poochi_srinivasa_iyengar,M Narmadha,1,c2892,https://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2929-M_Narmadha-Violin_Solo-Podhigai_TV_Audio/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2801---3000/2929-M_Narmadha-Violin_Solo-Podhigai_TV_Audio/01-vanajAkSirO_I_viraha-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2929-M_Narmadha-Violin_Solo-Podhigai_TV_Audio/
48,20424,01 - C2472 - 2472-K_Bharat_Sundar,4,amma_rAvamma_tulasamma,kalyANi,tyAgarAja,K Bharat Sundar,1,c2472,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2472-K_Bharat_Sundar/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2401---2600/2472-K_Bharat_Sundar/04-amma_rAvamma_tulasamma-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2472-K_Bharat_Sundar/
49,21897,57 - C0337 - 337-T_M_Thyagarajan-,9,rAgam_tAnam_pallavi,kalyANi,Own/Others,TM Thyagarajan,57,c0337,https://www.sangeethamshare.org/sreekanth/337-T_M_Thyagarajan-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/337-T_M_Thyagarajan-Live_Concert1/09-rAgam_tAnam_pallavi-kalyANi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/337-T_M_Thyagarajan-Live_Concert1/
50,22214,17 - C0059 - 060-Santhanam-TSV-TK,4,unaiyallAl_vErE,kalyANi,pApanAsam_sivan,Maharajapuram Santhanam,17,c0059,https://www.sangeethamshare.org/ramasamy_v/060-Santhanam-TSV-TKM-AIR/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/ramasamy_v/060-Santhanam-TSV-TKM-AIR/04a-Unnaiallal-Kalyani-Papanasam_Sivan.mp3&amp;url=http://www.sangeethamshare.org/ramasamy_v/060-Santhanam-TSV-TKM-AIR/
51,20824,01 - C0729 - 229.PRABAVATHI_GANES,4,EtAvunarA_nilakaDa_nIku,kalyANi,tyAgarAja,Prabhavathi Ganesan,1,c0729,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/229.PRABAVATHI_GANESAN-VEENA/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/229.PRABAVATHI_GANESAN-VEENA/04-EtAvunarA_nilakaDa_niku-kalyANi-tyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/229.PRABAVATHI_GANESAN-VEENA/
59,20524,10 - C0581 - 592-Hyderabad_Brothe,4,bhajana_sEyavE_manasA,kalyANi,tyAgarAja,Hyderabad Brothers,10,c0581,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/592-Hyderabad_Brothers-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/592-Hyderabad_Brothers-Vocal/04-Vinarada_Namanavi-Devagandhari.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/592-Hyderabad_Brothers-Vocal/
60,22050,22 - C0227 - 179_Murali_Ganam_fro,5,sogasu_nI_sommu,kalyANi,bAlamuraLi_krishNA,M BalamuraliKrishna,22,c0227,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/179_Murali_Ganam_from_the_recent_times_2008/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreenivasa/Dr_M_Balamurali_Krishna/179_Murali_Ganam_from_the_recent_times_2008/05-sogasu_nI_sommu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/179_Murali_Ganam_from_the_recent_times_2008/
63,21297,01 - c0931 - 443.DR.M.BALAMURALIK,7,nidhi_cAla_sukhamA,kalyANi,tyAgarAja,M BalamuraliKrishna,1,c0931,https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/443.DR.M.BALAMURALIKRISHNA/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0401---0600/443.DR.M.BALAMURALIKRISHNA/07-nidhi_cAla_sukhamA-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/443.DR.M.BALAMURALIKRISHNA/
64,22309,01 - C1762 - 1851-Sreevalsan_J_Me,1,vanajAkSi_nine_kOri-VARNAM,kalyANi,pallavi_gOpAla_iyer,Sreevalsan J Menon,1,c1762,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1851-Sreevalsan_J_Menon-National_Programme/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1801---2000/1851-Sreevalsan_J_Menon-National_Programme/01-vanajAkSi_ninE_kOri_VARNAM-kalyANi-pallavai_gOpAla_iyer.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1851-Sreevalsan_J_Menon-National_Programme/
67,21674,01 - C6009 - 5897-Rudrapatnam_Bro,1,pankaja_locana,kalyANi,swAtitirunAL,Rudrapatnam Brothers,1,c6009,https://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5897-Rudrapatnam_Brothers-TV_Audio-Chembai_2018/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5801---6000/5897-Rudrapatnam_Brothers-TV_Audio-Chembai_2018/01-pankaja_locana-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5897-Rudrapatnam_Brothers-TV_Audio-Chembai_2018/
68,22418,57 - C0244 - 244-Madurai_Sundar-L,1,vanajAkSi_nine_kOri-VARNAM,kalyANi,pallavi_gOpAla_iyer,Madurai R Sundar,57,c0244,https://www.sangeethamshare.org/sreekanth/244-Madurai_Sundar-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/244-Madurai_Sundar-Live_Concert1/01-vanajAkSi_nine_kOri-VARNAM-kalyANi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/244-Madurai_Sundar-Live_Concert1/
69,22071,01 - c2992 - 007-Hyderabad_Brothe,2,sundari_nI_divya_rUpamunu,kalyANi,tyAgarAja,Hyderabad Brothers,1,c2992,https://www.sangeethamshare.org/tvg/SEASON_2012/007-Hyderabad_Brothers-AIR_Isai_Vizha_2012/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2012/007-Hyderabad_Brothers-AIR_Isai_Vizha_2012/02-sundari_nI_divya_rUpamunu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2012/007-Hyderabad_Brothers-AIR_Isai_Vizha_2012/
70,21115,01 - c2284 - 044-Geetha_Bennet-Ve,5,kamalAmbAm_bhajarE,kalyANi,m_dIkshitar,Geetha Bennet,1,c2284,https://www.sangeethamshare.org/tvg/SEASON_2011/044-Geetha_Bennet-Veena/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2011/044-Geetha_Bennet-Veena/05-kamalAmbAm_bhajarE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2011/044-Geetha_Bennet-Veena/
71,21391,10 - C0231 - 228-Priya_Sisters-Ch,8,nidhi_cAla_sukhamA,kalyANi,tyAgarAja,Priya Sisters,10,c0231,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/228-Priya_Sisters-Chembur/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/228-Priya_Sisters-Chembur/08-Marivere-Anandabhairavi.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/228-Priya_Sisters-Chembur/
72,21508,23 - C0245 - 259_OSThyagarajan-Ka,7,nija_dAsa_varada,kalyANi,patnam_subhramanya_iyer,OS Thyagarajan,23,c0245,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/259_OSThyagarajan-KalpathySangeetotsavam-2001/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/murthy/Karnatak/UPLOADS-201-400/259_OSThyagarajan-KalpathySangeetotsavam-2001/07-nija_dAsa_varada-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/259_OSThyagarajan-KalpathySangeetotsavam-2001/
73,22371,15 - C0032 - 032-Neyveli-Santhana,1,vanajAkSi_nine_kOri-VARNAM,kalyANi,pallavi_gOpAla_iyer,Neyveli Santhanagopalan,15,c0032,https://www.sangeethamshare.org/muralidaran/Uploads-001-100/032-Neyveli-Santhanagopalan-Live-Concert/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-001-100/032-Neyveli-Santhanagopalan-Live-Concert/01-vanajAkSi_nine_kOri-VARNAM-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-001-100/032-Neyveli-Santhanagopalan-Live-Concert/
74,21985,01 - C0300 - 283.Sangeetha_Swamin,4,shivakAmEshvarIm_cintayEham,kalyANi,m_dIkshitar,Sangeetha Swaminathan,1,c0300,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/283.Sangeetha_Swaminathan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/283.Sangeetha_Swaminathan/04-shivakAmEshvarIm_cintayEham-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/283.Sangeetha_Swaminathan/
76,20561,01 - C2777 - 2802-Seethalakshmi_V,4,bhajarE_rE_citta_bAlAmbikAm,kalyANi,m_dIkshitar,Seethalakshmi Venkatesan,1,c2777,https://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2802-Seethalakshmi_Venkatesan-Podhigai_TV_Audio/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2801---3000/2802-Seethalakshmi_Venkatesan-Podhigai_TV_Audio/04-bhajarE_rE_citta_bAlAmbikAm-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2802-Seethalakshmi_Venkatesan-Podhigai_TV_Audio/
77,21348,01 - C6591 - 6401-Kalyani_Ganesan,4,nidhi_cAla_sukhamA,kalyANi,tyAgarAja,Kalyani Ganesan,1,c6591,https://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6401-Kalyani_Ganesan-Veena/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6401---6600/6401-Kalyani_Ganesan-Veena/04-nidhi_cAla_sukhamA-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6401---6600/6401-Kalyani_Ganesan-Veena/
78,21061,01 - C6500 - 6353-S_Kathuri_Ranga,2,himAdri_sutE_pAhimAm,kalyANi,syAmA_sAstri,S Kasthuri Rangan,1,c6500,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6353-S_Kathuri_Rangan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6201---6400/6353-S_Kathuri_Rangan/02-himAdri_sutE_pAhimAm-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6353-S_Kathuri_Rangan/
