,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Album hrefs
519,10 - C0027 - 023-Madurai_Somasund,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Madurai Somasundaram,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/023-Madurai_Somasundaram_Old__LP/
526,10 - C0582 - 593-Nedunuri_Krishna,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Nedunuri Krishnamurthy,http://sangeethamshare.org/vijayagopal/UPLOADS-401-600/593-Nedunuri_Krishnamurthy-Vocal-141180/
