,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Album hrefs,Download URLs
8824,01 - C2169 - 1935-Sikkil_Mala_Cha,4,rangapura_vihaAra,brundAvanasArangA,m_dIkshitar,Sikkil Mala Chandrasekhar,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1935-Sikkil_Mala_Chandrasekhar-Flute-TV_Audio-Isaicharal//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1801---2000/1935-Sikkil_Mala_Chandrasekhar-Flute-TV_Audio-Isaicharal/04-rangapura_vihaAra-brundAvanasArangA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1935-Sikkil_Mala_Chandrasekhar-Flute-TV_Audio-Isaicharal/
399,01 - C3241 - 3181-Radha-Jayalaksh,4,vINAbhEri_vEnuvAdyAdi_vinOdinIm,AbhEri,m_dIkshitar,"Radha,Jayalakshmi",https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3181-Radha-Jayalakshmi-Isaipettagam//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3001---3200/3181-Radha-Jayalakshmi-Isaipettagam/04-vINAbhEri_vEnuvAdyAdi_vinOdinI-AbhEri.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3181-Radha-Jayalakshmi-Isaipettagam/
49016,10 - C0235 - 232-TRSubramanyam-Vo,7,Emi_nEramu_nannu_brOva,shankarAbharaNam,tyAgarAja,TR Subramaniam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/232-TRSubramanyam-Vocal//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/232-TRSubramanyam-Vocal/07-Tatvamerugatarama-Garudadhwani.mp3&amp;url=https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/232-TRSubramanyam-Vocal/
60376,01 - C6313 - 6162-Padma_Sugavanam,5,adi_nIpai_marulu,yamunAkalyANi,dharmapuri_subbarAya_iyer,Padma Sugavanam,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6162-Padma_Sugavanam-AIR_NP//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6162-Padma_Sugavanam-AIR_NP/05-adi_nIpai_marulu-yamunAkalyANi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6162-Padma_Sugavanam-AIR_NP/
28328,01 - C2681 - 2699-R_Parthasarathy,5,marubAri_tALalEnurA,khamAs,dharmapuri_subbarAya_iyer,R Parthasarathy,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2699-R_Parthasarathy-Veena//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2601---2800/2699-R_Parthasarathy-Veena/05-marubAri_tALalEnurA-khamAs-dharmapuri_subbarAya_iyer.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2699-R_Parthasarathy-Veena/
27375,10 - C0475 - 484-TV_Sankaranaraya,5,raghu_vamsa_sudhAmbudhi,kathanakutUhalam,patnam_subhramanya_iyer,TV Sankaranarayanan,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/484-TV_Sankaranarayanan_Delhi_Concert//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/484-TV_Sankaranarayanan_Delhi_Concert/05-enta_veDukondu_rAghavA-sarasvatimanOhari.mp3&amp;url=https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/484-TV_Sankaranarayanan_Delhi_Concert/
3711,01 - C0698 - 197.CHARULATHA_MANI,1,bhajana_sEyarAdA,aThANA,tyAgarAja,Charulatha Mani,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/197.CHARULATHA_MANI//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0001---0200/197.CHARULATHA_MANI/01-bhajana_sEya_rAdA-aThANA-tyAgarAja.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/197.CHARULATHA_MANI/
33803,23 - C0243 - 248_Brinda-Mukta-Mus,16,mAmava_paTTAbhirAmA,maNirangu,m_dIkshitar,T Brinda,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/248_Brinda-Mukta-MusicAcademy//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/murthy/Karnatak/UPLOADS-201-400/248_Brinda-Mukta-MusicAcademy/16-mAmava_paTTAbhirAmA-maNirangu.mp3&amp;url=https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/248_Brinda-Mukta-MusicAcademy/
42498,01 - C1468 - 1600-Koteeswaraiyer_,1,sAmee_sadA,rAmapriyA,koTESwara_Iyer,Various,https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1600-Koteeswaraiyer_Melaraga_Krithis-Various_Artists//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1401---1600/1600-Koteeswaraiyer_Melaraga_Krithis-Various_Artists/01-sAmee_sadA-rAmapriyA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1600-Koteeswaraiyer_Melaraga_Krithis-Various_Artists/
28076,38 - C0018 - 013-MDR-Live-13,2,samayamidhE_nanu_brOva,kEdAram,patnam_subhramanya_iyer,MD Ramanathan,https://www.sangeethamshare.org/rao_sharath/MDR/013-MDR-Live-13/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/rao_sharath/MDR/013-MDR-Live-13/02-samayamidhE_nanu_brOva-kEdAram.mp3&amp;url=https://www.sangeethamshare.org/rao_sharath/MDR/013-MDR-Live-13/
8840,02 - C0434 - 449_Gayathri_Venkata,2,rangapura_vihaAra,brundAvanasArangA,m_dIkshitar,Gayathri Venkataraghavan,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/449_Gayathri_Venkataraghavan/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0401-0600/449_Gayathri_Venkataraghavan/02_shrI_rangapuravihAra-brindhAvana_sArangA-rUpaA_m.dikshitar.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/449_Gayathri_Venkataraghavan/
58372,15 - C0285 - 281-Madurai_Mani_Iye,13,kA_vA_vA_kandA_vA_vA,varALi,pApanAsam_sivan,Madurai Mani Iyer,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/281-Madurai_Mani_Iyer-Live_Concert-13//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-201-300/281-Madurai_Mani_Iyer-Live_Concert-13/13-kA_vA_vA_kandA_vA_vA-varALi.mp3&amp;url=https://www.sangeethamshare.org/muralidaran/Uploads-201-300/281-Madurai_Mani_Iyer-Live_Concert-13/
42075,03 - C0084 - 152-DK_JayarAman-voc,10,ranjani_mrdu_pankaja,rAgamAlikA,tanjAvUr_sankara_iyer,DK Jayaraman,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/152-DK_JayarAman-vocal-DKJ_ananthK_IS-Washington_DC-1977//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/152-DK_JayarAman-vocal-DKJ_ananthK_IS-Washington_DC-1977/10-RanjanI_mrudhu_pankaja_lOchani-rAgamAlike-Adhi-thanjAvUr_shankara_iyer.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/152-DK_JayarAman-vocal-DKJ_ananthK_IS-Washington_DC-1977/
42407,10 - C0484 - 493-Shobhana_Rangach,1,calamu_jEsina-VARNAM,rAmapriyA,bAlamuraLi_krishNA,Shobhana Rangachary,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/493-Shobhana_Rangachari-Vocal-82//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/493-Shobhana_Rangachari-Vocal-82/01-nArada_gurusvAmi_ikanaina-darbAr.mp3&amp;url=https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/493-Shobhana_Rangachari-Vocal-82/
58553,01 - c1170 - 698.V.R.KRISHNAN,3,mAmava_mInAkSi_rAjamAtangi,varALi,m_dIkshitar,VR Krishnan,https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/698.V.R.KRISHNAN//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0601---0800/698.V.R.KRISHNAN/03-mAmava_mInAkSi_rAjamAtangi-varALi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/698.V.R.KRISHNAN/
3504,02 - C0030 - 018_OSTyagarajan,2,rArA_mAyiNTi_dAka_raghuvIra,asAvEri,tyAgarAja,OS Thyagarajan,https://www.sangeethamshare.org/kasturi/UPLOADS-0001-0200/018_OSTyagarajan//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0001-0200/018_OSTyagarajan/02_RaraMaaintiDaaga_Asaveri_Adi_Tyagaraja.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0001-0200/018_OSTyagarajan/
37283,02 - C0457 - 473_Kanya_kumari_Emb,9,manavinAlakinca_rAdaTE,naLinakAnti,tyAgarAja,A Kanyakumari,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/473_Kanya_kumari_Embar_S_Kannan_hamsavinOdini_shudda_sAvEri/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0401-0600/473_Kanya_kumari_Embar_S_Kannan_hamsavinOdini_shudda_sAvEri/09-manavi_nAlakicha_rAdhaTE-naLinakAnthi-Adhi-thyAgarAga.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/473_Kanya_kumari_Embar_S_Kannan_hamsavinOdini_shudda_sAvEri/
16434,17 - C0121 - 133-CR_Vaidhyanathan,5,pAvana_guru,hamsAnandi,lalitadAsar,C R Vaidyanathan,https://www.sangeethamshare.org/ramasamy_v/133-CR_Vaidhyanathan-Ramanavami_Concert//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/ramasamy_v/133-CR_Vaidhyanathan-Ramanavami_Concert/005-pAvana_guru-hamsAnandi.mp3&amp;url=https://www.sangeethamshare.org/ramasamy_v/133-CR_Vaidhyanathan-Ramanavami_Concert/
52731,31 - C0010 - 04_Semm_TNK_TKMurthy,1,tappaganE_vaccuna_tanuvaku,shuddhabangALa,tyAgarAja,Semmangudi Srinivasa Iyer,https://www.sangeethamshare.org/ranganathan/Music_Audio/Vocal/02_Semmangudi/04_Semm_TNK_TKMurthy_VNagarajan_AIR/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/ranganathan/Music_Audio/Vocal/02_Semmangudi/04_Semm_TNK_TKMurthy_VNagarajan_AIR/01-tappaganE_vaccuna_tanuvaku-shuddhabangALa.mp3&amp;url=https://www.sangeethamshare.org/ranganathan/Music_Audio/Vocal/02_Semmangudi/04_Semm_TNK_TKMurthy_VNagarajan_AIR/
39947,01 - C0183 - 1287-Jayanthi_Kumare,4,sarOruhAsanajAye,pantuvarALi,swAtitirunAL,Jayanthi Kumaresh,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1287-Jayanthi_Kumaresh_Veena-Navarathnamalai/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1287-Jayanthi_Kumaresh_Veena-Navarathnamalai/04-sarOruhAsanajAye-pantuvarALi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1287-Jayanthi_Kumaresh_Veena-Navarathnamalai/
46150,01 - c0464 - 1504-Thirukovilur_S.,2,vAgeeshwari,sarasvati,muthaiah_bAgavatar,Thirukovilur S Alamelu Arjunan,https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1504-Thirukovilur_S.Alamelu_Arjunan_S.Pushpa/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1401---1600/1504-Thirukovilur_S.Alamelu_Arjunan_S.Pushpa/02-vAgeeshwari-sarasvati.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1504-Thirukovilur_S.Alamelu_Arjunan_S.Pushpa/
39879,01 - C3772 - 3704-Aruna_Sairam,3,sArasAkSa_paripAlaya,pantuvarALi,swAtitirunAL,Aruna Sairam,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3704-Aruna_Sairam//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3601---3800/3704-Aruna_Sairam/03-sArasAkSa_paripAlaya-pantuvarALi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3704-Aruna_Sairam/
41955,01 - C3409 - 3365-Adyar_S_Jayaram,5,kaNNA_vA,rAgamAlikA,ambujam_krishna,Adyar S Jayaraman,https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3365-Adyar_S_Jayaraman-Nadaswaram//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3201---3400/3365-Adyar_S_Jayaraman-Nadaswaram/05-kaNNA_vA_-rAgamAlikA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3365-Adyar_S_Jayaraman-Nadaswaram/
42970,01 - C3051 - 1020.KV_Ramanujam-Fl,3,niravadhi_sukhada_nirmalarUpa,ravicandrikA,tyAgarAja,KV Ramanujam,https://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1020.KV_Ramanujam-Flute-TV_Audio-Isaicharal//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1001---1200/1020.KV_Ramanujam-Flute-TV_Audio-Isaicharal/03-niravadhi_sukhada_nirmalarUpa-ravicandrikA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1020.KV_Ramanujam-Flute-TV_Audio-Isaicharal/
10991,01 - C2200 - 2222-Sanjay_Subrahma,3,kSitijA_ramaNam_cintayE,dEvagAndhAri,m_dIkshitar,Sanjay Subrahmanyan,https://www.sangeethamshare.org/tvg/UPLOADS-2201---2400/2222-Sanjay_Subrahmanyan-Sangeeth_Sammelan_2011//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2201---2400/2222-Sanjay_Subrahmanyan-Sangeeth_Sammelan_2011/03-kSitijA_ramaNam_cintayE-dEvagAndhAri-m.dIkshitar.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-2201---2400/2222-Sanjay_Subrahmanyan-Sangeeth_Sammelan_2011/
11922,01 - C5814 - 5692-Aishwarya_Vidhy,3,kanaka_sabhApati,dhanyAsi,gOpalakrishna_bharati,Aishwarya Vidhya Raghunath,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5692-Aishwarya_Vidhya_Raghunath//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5601---5800/5692-Aishwarya_Vidhya_Raghunath/03-kanaka_sabhApati-dhanyAsi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5692-Aishwarya_Vidhya_Raghunath/
33089,25 - C0003 - SSI_LGJ,7,nenaruncinAnu_anniTiki,mALavi,tyAgarAja,Semmangudi Srinivasa Iyer,https://www.sangeethamshare.org/gvr/SSI_Concerts/SSI_LGJ/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/gvr/SSI_Concerts/SSI_LGJ/07-nenaruncinAnu_anniTiki-mALavi.mp3&amp;url=https://www.sangeethamshare.org/gvr/SSI_Concerts/SSI_LGJ/
45282,02 - C0333 - 347_NeyveliSanthanag,7,mOkSamu_galadA_bhuvilO,sAramati,tyAgarAja,Neyveli Santhanagopalan,https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/347_NeyveliSanthanagopalan_Bangalore_18Mar2011/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0201-0400/347_NeyveliSanthanagopalan_Bangalore_18Mar2011/07-annapUrNE_vishALAkshi-sAma-chApu-mutthuswAmy_dhIkshithar.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/347_NeyveliSanthanagopalan_Bangalore_18Mar2011/
44453,01 - C5893 - 5772-Palghat_R_Rampr,1,karuNimpa_idi-VARNAM,sahAnA,tiruvetriyUr_tyAgarAja,Palghat R Ramprasad,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5772-Palghat_R_Ramprasad//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5601---5800/5772-Palghat_R_Ramprasad/01-karuNimpa_idi-VARNAM-sahAnA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5772-Palghat_R_Ramprasad/
31655,01 - C3556 - 3519-Seetha_Narayana,3,piravA_varam_tArum,latAngi,pApanAsam_sivan,Seetha Narayanan,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3519-Seetha_Narayanan//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3519-Seetha_Narayanan/03-piravA_varam_tArum-latAngi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3519-Seetha_Narayanan/
30982,01 - C6272 - 6121-Prince_Ramavarm,7,tillAnA,kuntalavarALi,bAlamuraLi_krishNA,Prince Ramavarma,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6121-Prince_Ramavarma-AIR_Trivandram//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6121-Prince_Ramavarma-AIR_Trivandram/07-tillAnA-kuntalavarALi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6121-Prince_Ramavarma-AIR_Trivandram/
30996,22 - C0176 - 128_Les_Vedettes_en_,9,tillAnA,kuntalavarALi,bAlamuraLi_krishNA,M BalamuraliKrishna,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/128_Les_Vedettes_en_Vancouver_1981//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreenivasa/Dr_M_Balamurali_Krishna/128_Les_Vedettes_en_Vancouver_1981/09-tillAnA-kuntalavarALi.mp3&amp;url=https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/128_Les_Vedettes_en_Vancouver_1981/
13286,01 - C3553 - 3516-Nithyasri_Mahad,1,gAnamUrtE_shrI_krSNa,gAnamUrti,tyAgarAja,Nithyasri Mahadevan,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3516-Nithyasri_Mahadevan//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3516-Nithyasri_Mahadevan/01-gAnamUrtE_shrI_krSNa-gAnamUrti.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3516-Nithyasri_Mahadevan/
33728,01 - C4378 - 4288-Sikkil_Sisters-,2,mAmava_paTTAbhirAmA,maNirangu,m_dIkshitar,Sikkil Sisters,https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4288-Sikkil_Sisters-Flute-Ragam_24x7//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4201---4400/4288-Sikkil_Sisters-Flute-Ragam_24x7/02-mAmava_paTTAbhirAmA-maNirangu.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4288-Sikkil_Sisters-Flute-Ragam_24x7/
25811,10 - C0238 - 235-KVKrishnan-Vocal,10,OrajUpu_jUcedi_nyAyamA,kannaDagauLa,tyAgarAja,KV Krishnan,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/235-KVKrishnan-Vocal//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/235-KVKrishnan-Vocal/10-Kaddanuvariki-Todi.mp3&amp;url=https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/235-KVKrishnan-Vocal/
3562,23 - C0104 - 112-KV-Narayanaswamy,11,rArA_mAyiNTi_dAka_raghuvIra,asAvEri,tyAgarAja,Palghat KV Narayanaswamy,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/112-KV-Narayanaswamy-Clevland-Tyagaraja-Aradhana-1993/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/murthy/Karnatak/UPLOADS-001-200/112-KV-Narayanaswamy-Clevland-Tyagaraja-Aradhana-1993/11-rArA_mAyiNTi_dAka_raghuvIra-asAvEri.mp3&amp;url=https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/112-KV-Narayanaswamy-Clevland-Tyagaraja-Aradhana-1993/
26953,01 - c1296 - 0836.SMT.MALA_CHANDR,6,vAncatOnu,karNaranjani,muthaiah_bAgavatar,Sikkil Mala Chandrasekhar,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0836.SMT.MALA_CHANDRASEKHAR-FLUTE-LIVE-CONCERT//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0801---1000/0836.SMT.MALA_CHANDRASEKHAR-FLUTE-LIVE-CONCERT/06-vAncatOnu-karNaranjani.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0836.SMT.MALA_CHANDRASEKHAR-FLUTE-LIVE-CONCERT/
9370,01 - C5491 - 5402-Thiruvaiyyaru_B,2,bAgAyanayya_nI_mAyalentO,candrajyOti,tyAgarAja,Thiruvaiyyaru BV Jaishree,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5402-Thiruvaiyyaru_BV_Jaishree/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5401---5600/5402-Thiruvaiyyaru_BV_Jaishree/02-bAgAyanayya_nI_mAyalentO-candrajyOti-tyAgarAja.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5402-Thiruvaiyyaru_BV_Jaishree/
44924,03 - C0585 - 332-sowmya_and_group,1,annapUrNE_vishAlAkSi,sAma,m_dIkshitar,Multiple Artists,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/332-sowmya_and_group-Cleveland_ArADhana_2011//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/332-sowmya_and_group-Cleveland_ArADhana_2011/01-annapUrNe_vishAlAkshi-sAma-chApu-muththuswAmy_dhIkshithar.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/332-sowmya_and_group-Cleveland_ArADhana_2011/
38123,01 - C3491 - 3454-Jayalakshmi_Sek,1,ninnE_bhajana_sEyu_vADanu,nATa,tyAgarAja,Jayalakshmi Sekhar,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3454-Jayalakshmi_Sekhar-Veena//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3454-Jayalakshmi_Sekhar-Veena/01-ninnE_bhajana_sEyu_vADanu-nATa-tyAgarAja.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3454-Jayalakshmi_Sekhar-Veena/
49106,02 - c0360 - 374_Voleti_Venkatesh,8,enduku_peddalavale,shankarAbharaNam,tyAgarAja,Voleti Venkateswarulu,https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/374_Voleti_Venkateshwarulu_AR_DRR_Udupi/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0201-0400/374_Voleti_Venkateshwarulu_AR_DRR_Udupi/08-enduku_peddalavale-shankarAbharaNam.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/374_Voleti_Venkateshwarulu_AR_DRR_Udupi/
58401,25 - C0021 - 01-MMI_Mohanam,7,kA_vA_vA_kandA_vA_vA,varALi,pApanAsam_sivan,Madurai Mani Iyer,https://www.sangeethamshare.org/gvr/Concerts/01-MMI_Mohanam/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/gvr/Concerts/01-MMI_Mohanam/07-kA_vA_vA_kandA_vA_vA-varALi.mp3&amp;url=https://www.sangeethamshare.org/gvr/Concerts/01-MMI_Mohanam/
57500,01 - C2739 - 2762-Sudha_Raghunath,3,kaNTa_jUDumi_okapAri,vAcaspati,tyAgarAja,Sudha Raghunathan,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2762-Sudha_Raghunathan//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2601---2800/2762-Sudha_Raghunathan/03-kaNTa_jUDumi_okapAri-vAcaspati.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2762-Sudha_Raghunathan/
754,01 - C1999 - 1995-Pattabhirama_Pa,1,sabhApatikku_vEru_deivam,Abhogi,gOpalakrishna_bharati,Pattabhirama Pandit,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1995-Pattabhirama_Pandit/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1801---2000/1995-Pattabhirama_Pandit/01-sabhApatikku_vEru_deivam-Abhogi-gOpalakrishna_bharati.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1995-Pattabhirama_Pandit/
